unknown,không biết,a,tôi không biết
ask_what,  Tiến sĩ Trần Đình Phong  người được nhận giải thưởng Tạ Quang Bửu năm 2018 là cựu sinh viên đơn vị nào của  Đại học quốc gia Hà Nội, b, TS. Trần Đình Phong cựu sinh viên Trường Đại học Khoa học Tự nhiên
ask_what,  Tiến sĩ Lưu Quang Hưng  người được nhận Giải thưởng Mãi mãi tuổi 20 năm 2006 học tập tại đơn vị nào của  Đại học quốc gia Hà Nội, b, TS. Lưu Quang Hưng học tập tại Trường Đại học Khoa học Tự nhiên
ask_what,  Phó giáo sư Tiến sĩ Toán học Nguyễn Sum Trường Đại học Quy Nhơn là một trong hai chủ nhân của Giải thưởng Tạ Quang Bửu năm 2017 Ông là cựu sinh viên của đơn vị nào, b, PGS.TS Toán học Nguyễn Sum là cựu sinh viên Trường Đại học Khoa học Tự nhiên
ask_what, Đinh Thị Hương Thảo  1 trong 10 gương mặt trẻ tiêu biêu năm 2016  2 Huy chương vàng Quốc tế là sinh viên của đơn vị nào, b, Đinh Thị Hương Thảo là sinh viên Trường Đại học Khoa học Tự nhiên
ask_what, Nguyễn Thị Phương Dung là gương mặt nữ duy nhất được lọt vào danh sách 10 Gương mặt trẻ tiêu biểu Việt Nam năm 2005 do TW Đoàn và Quỹ hỗ trợ Tài năng trẻ Việt Nam bầu chọn và trao giải Phương Dung là sinh viên của đơn vị nào, b, Nguyễn Thị Phương Dung là sinh viên Trường Đại học Khoa học Tự nhiên
ask_what, Năm 2011   Đại học quốc gia Hà Nội có một gương mặt trẻ nhận giải Quả cầu vàng Giải thưởng do Trung ương Đoàn TNCS Hồ Chí Minh  Bộ Khoa học và Công nghệ phối hợp tổ chức là sinh viên Nguyễn Vương Linh Vương Linh là Sinh viên đơn vị nào, b, Nguyễn Vương Linh là sinh viên Trường Đại học Công nghệ
ask_what, Đâu không phải là tiêu chuẩn sinh viên 5 tốt của  Đại học quốc gia Hà Nội, b, Tiêu chuẩn ý thức tốt
ask_what, Đâu là một trong những tiêu chuẩn để đạt được danh hiệu tập thể Sinh viên 5 tốt cấp Trung ương, b, 100% sinh viên tham gia phong trào Sinh viên 5 tốt
ask_what, Trong quá trình thi kết thúc học phần  sinh viên sẽ bị Khiển trách khi nào, b, Sinh viên phạm lỗi nhìn bài của người khác một lần  trao đổi bài  thảo luận bài trong giờ thi
ask_what,  Đại học quốc gia Hà Nội hỗ trợ học bổng như thế nào đối với các nghiên cứu sinh chuyển tiếp từ Cử nhân, b, Mức học bổng toàn phần cho nghiên cứu sinh là 90 triệu đồng/khóa học
ask_what, Hiện nay  trong các trường đại học của ĐHGQHN  sinh viên đăng ký lớp học phần bằng cách, b, Đăng ký tại Cổng thông tin Đại học Quốc gia
ask_what, Trong quá trình thi kết thúc học phần  sau khi đã bóc đề thi  phát hiện sinh viên mang trong người những vật dụng không được phép  sinh viên sẽ phải nhận hình thức kỷ luật nào sau đây, b, Sau khi đã bóc đề thi bị phát hiện mang theo những vật dụng không được phép thì bị đình chỉ thi.
ask_what, Sinh viên sẽ bị cảnh cáo học vụ khi nào, b, Điểm chung bình chung học kỳ đạt dưới 0.8 đối với học kỳ đầu của khóa học và dưới 1.0 đối với học kỳ tiếp theo.
ask_what, Sinh viên cử nhân khoa học tài năng được đào tạo tại đơn vị nào của  Đại học quốc gia Hà Nội, b, Trường Đại học Khoa học Tự nhiên
ask_what, Sinh viên  Đại học quốc gia Hà Nội được trang bị những kĩ năng bổ trợ tại đơn vị nào thuộc  Đại học quốc gia Hà Nội, b, Trung tâm Dự báo và Phát triển nguồn nhân lực
ask_what, Hình thức đăng ký môn học của sinh viên thuộc  Đại học quốc gia Hà Nội là, b, Đăng ký trực tuyến
ask_what, Sau khi đăng ký môn học xong  sinh viên tại  Đại học quốc gia Hà Nội có được phép thay đổi hoặc hủy học phần đã đăng ký hay không, b, Được hủy và đổi trong một thời hạn nhất định.
ask_what, Khi chép bài của người khác trong giờ thi kết thúc học phần  sinh viên sẽ bị hình thức kỉ luật nào sau đây, b, Đình chỉ thi
ask_what, Chuẩn đầu ra Tiếng Anh của sinh viên theo học tại các đơn vị đào tạo thuộc  Đại học quốc gia Hà Nội là, b, Chuẩn đầu ra tiếng anh của ĐHQGHN là B1
ask_what, Thời gian đăng ký học phần của sinh viên thuộc  Đại học quốc gia Hà Nội được quy định như thế nào, b, Chậm nhất là 1 tháng trước khi bắt đầu mỗi học kỳ  sinh viên phải hoàn thành đăng ký các học phần
ask_what, Điều kiện để đăng kí học cải thiện là gì, b, Điều kiện để học cải thiện là điểm kết thúc học phần thuộc D hoặc D+
ask_what, Sinh viên không  Đại học quốc gia Hà Nội đủ điều kiện làm khóa luận hoặc đồ án tốt nghiệp thì, b, Có thể thay thế bằng hình thức khác là thi  kiểm tra.
ask_what, Trường hợp bị cảnh cáo học vụ theo quy định của  Đại học quốc gia Hà Nội, b, Tổng số tín chỉ của các học phần bị điểm F còn tồn đọng tính từ đầu khoá học đến thời điểm xét đã quá 24 tín chỉ
ask_what, Sinh viên  Đại học quốc gia Hà Nội bị buộc thôi học khi nào, b, Tự động nghỉ học quá 3 tháng
ask_what, Đâu là tên một phần thi của Cuộc thi Lớp tôi là số 1, b, Lớp tôi Thông thái – Đoàn kết 
ask_what, Đề án Ba thực hiện do đơn vị nào thực hiện, b, Hội Sinh viên Trường Đại học Ngoại ngữ
ask_what, Cuộc thi Olympic tiếng Anh không chuyên toàn quốc lần thứ 9 do Đoàn Trường Đại học Ngoại ngữ   Đại học quốc gia Hà Nội đã tổ chức với chủ đề là gì , b, Sinh viên sáng tạo  hội nhập và khởi nghiệp
ask_what, Quỹ học bổng K-T là tên gọi tắt của Quỹ Hỗ trợ tài năng trẻ của  Đại học quốc gia Hà Nội mang tên, b, Phan Thị Khóa và Nguyễn Khắc Tháo.
ask_what, Học bổng Tiếp sức đến trường là học bổng do tổ chức  đơn vị nào tài trợ, b, Báo Tuổi trẻ thành phố Hồ Chí Minh
ask_what, Đơn vị đăng cai tổ chức cuộc thi tìm hiểu tư tưởng Hồ Chí Minh Con đường ánh sáng lần thứ III năm 2018 là đơn vị nào , b, Đơn vị Đoàn TNCS Hồ Chí Minh Trường Đại học khoa học Xã hội và Nhân văn
ask_what, Đội thi nào giành giải Nhất cuộc thi Tìm hiểu tư tưởng Hồ Chí Minh Con đường ánh sáng lần thứ III do Đoàn Thanh niên  Đại học quốc gia Hà Nội tổ chức năm 2018 , b, Đội thi trường Khoa học Ngoại ngữ
ask_what, Nữ sinh giành được giải thưởng Gương mặt trẻ Việt Nam tiêu biểu năm 2016 là sinh viên của Trường nào, b, Trường Đại học Khoa học Tự nhiên
ask_what, Trong cuộc thi Olympic Vật lý Châu Á lần thứ 18  em Tạ Bá Dũng đã đoạt huy chương gì , b, Huy chương Bạc
ask_what, Giáo sư Đàm Thanh Sơn là cựu học sinh khối chuyên Toán-Tin trường nào, b, Trường Trung học phổ thông chuyên Khoa học Tự nhiên
ask_what, Sinh viên Trường Đại học Công nghệ Đại học Quốc gia Hà Nội tham dự kỳ thi Olympic Toán sinh viên toàn quốc năm 2018 đã đạt được thành tích gì, b, 0 1 giải nhất  4 giải nhì  3 giải Ba
ask_what, Quán quân cuộc thi Tìm kiếm tài năng học sinh - sinh viên  Đại học quốc gia Hà Nội năm 2017 đến từ trường nào , b, Trường Đại học Khoa học Xã hội và Nhân văn
ask_what, Giải thưởng Sao Tháng Giêng là giải thưởng của đơn vị  tổ chức nào, b, Hội Sinh viên Việt Nam
ask_what, Đề án Ba thực hiện của Hội Sinh viên Trường Đại học Ngoại ngữ triển khai gồm những nội dung gì, b, Tiết kiệm – vệ sinh môi trường và Tôn sư trọng đạo trong sinh viên
ask_what, Hàng năm  Đoàn Thanh niên - Hội Sinh viên  Đại học quốc gia Hà Nội tổ chức  triển khai hoạt động tình nguyện quyên góp  hỗ trợ  tặng quần áo ấm  sách vở cho các em nhỏ vùng cao vào mùa đông  đây là chương trình gì, b, Chương trình Mùa đông ấm
ask_what, Anh Chử Đức Liêm – người được xem là Chú lính chì dũng cảm trên chương trình Điều ước thứ 7 là cựu sinh viên của Trường nào , b, Trường Đại học Khoa học Xã hội và nhân văn
ask_what, Ngày hội hiến máu toàn trường của Trường Đại học Khoa học Xã hội và Nhân văn còn có tên gọi là gì, b, Nắng hồng Nhân văn
ask_what, Ngày hội hiến máu toàn trường của Trường Đại học Công nghệ còn có tên gọi là gì, b, Nắng hồng Công nghệ
ask_what, Ngày hội hiến máu toàn trường của Trường Đại học Ngoại ngữ còn có tên gọi là gì, b, Giọt hồng
ask_what, Ngày hội hiến máu toàn trường của Khoa Luật còn có tên gọi là gì, b, Luật hồng yêu thương
ask_what, Ngày hội hiến máu toàn trường của trường Đại học Khoa học Tự nhiên có tên là gì, b, Tuyết yêu thương
ask_what, Đâu là một trong những tiêu chuẩn để đạt được danh hiệu Tập thể tiên tiến, b, 25% sinh viên có kết quả học tập và rèn luyện đạt loại Khá trở lên
ask_what, Hình thức kỉ luật được áp dụng đối với Sinh viên có hành vi vi phạm lần đầu nhưng ở mức nhẹ là gì, b, Khiển trách áp dụng cho sinh viện có hành vi vi phạm lần đầu ở mức nhẹ
ask_what, Hình thức kỉ luật được áp dụng với sinh viên đã bị khiển trách mà tái phạm hoặc vi phạm ở mức độ nhẹ nhưng hành vi có tính chất thường xuyên hoặc mới vi phạm lần đầu nhưng mức độ tương đối nghiêm trọng là gì, b, Đình chỉ học tập 1 năm
ask_what, Hình thức kỉ luật được áp dụng với những Sinh viên đang trong thời gian bị cảnh cáo mà vẫn vi phạm kỉ luật hoặc vi phạm nghiêm trọng các hành vi cấm với sinh viên là gì, b, Đình chỉ học tập 1 năm
ask_what, Sinh viên vi phạm pháp luật bị phạt tù kể cả trường hợp bị phạt tù được hưởng án treo  sẽ phải chịu hình thức kỉ luật nào sau đây, b, Buộc thôi học
ask_what, Sinh viên năm thứ nhất có khả năng bị cảnh cáo học vụ khi, b, Điểm tích lũy đạt dưới 1 20
ask_what, Sinh viên năm thứ hai có khả năng bị cảnh cáo học vụ khi nào, b, Điểm tích lũy đạt dưới 1 40
ask_what, Sinh viên năm thứ ba có khả năng bị cảnh cáo học vụ khi nào, b, Điểm tích lũy đạt dưới 1 60
ask_what, Sinh viên năm thứ tư có khả năng bị cảnh cáo học vụ khi nào, b, Điểm tích lũy đạt dưới 1 80
ask_what, Sinh viên học chương trình đào tạo chất lượng cao bị chuyển sang chương trình chất lượng chuẩn khi điểm trung bình chung các học phần tính tới thời điểm xét dưới 2 0  Đúng hay sai , b, Sai
ask_what, Trong phòng thi sinh viên mang theo những vật dụng không được phép khi đã bóc đề thi thì sẽ phải chịu hình thức kỉ luật nào sau đây, b, Đình chỉ
ask_what, Sinh viên thi hộ hoặc nhờ người thi hộ nếu vi phạm lần thứ nhất sẽ bị kỉ luật ở mức nào sau đây, b, Đình chỉ 1 năm
ask_what, Sinh viên được trao tặng danh hiệu  Sinh viên giỏi khi nào, b, khi kết quả học tập đạt loại giỏi và không có điểm F trở xuống  có điểm rèn luyện loại giỏi
ask_what, Sinh viên có những hành vi như viết bài  lưu giữ hoặc tuyên truyền phản ánh thiếu trung thực dưới mọi hình thức ảnh hưởng đến uy tín và thương hiệu của  Đại học quốc gia Hà Nội với vi phạm lần đầu tiên sẽ phải chịu hình thức kỉ luật nào , b, Đình chỉ học tập
ask_what, Sinh viên có được đăng kí học ở trường khác trong  Đại học quốc gia Hà Nội không , b, Sinh viên được đăng kí học ở các trường khác trong ĐHQGHN
ask_what, Theo quy chế đào tạo của  Đại học quốc gia Hà Nội sinh viên bị điểm F được thi lại  Đúng hay sai , b, Sinh viên bị điểm F sẽ phải học lại
ask_what, Sinh viên được học cải thiện đối với các học phần đạt điểm, b, Sinh viên được học cải thiện khi đạt điểm D hoặc D+
ask_what, Các học phần ngoại ngữ do đơn vị nào trong  Đại học quốc gia Hà Nội phụ trách giảng dạy, b, Trường Đại học Ngoại ngữ giảng dạy
ask_what, Các học phần lý luận chính trị do đơn vị nào trong  Đại học quốc gia Hà Nội phụ trách giảng dạy, b, Trường Đại học Khoa học Xã hội và Nhân văn giảng dạy
ask_what, Học phần giáo dục thể chất có tính vào điểm tích lũy hay không, b, Học phần giáo dục thể chất không tích 
ask_what, Sinh viên nghỉ học không có lý do trên 1 kỳ học hoặc trên 4 tháng sẽ bị như thế nào, b, bị buộc thôi học
ask_what, Sinh viên có bắt buộc phải đăng kí học học phần ngoại ngữ ở trường hay không, b, Không bắt buộc
ask_what, Sinh viên có được rút bớt học phần khi đã đăng ký học phần hay không, b, Sinh viên có thể hủy bớt học phần đã đăng kí
ask_what, Nữ sinh đang mang thai hoặc trong thời kỳ thai sản được miễn học học phần giáo dục thể chất  đúng hay sai , b, nữ sinh viên đang mang thai không được miễn học phần giáo dục thể chất.
ask_what, Học sinh THPT Chuyên Khoa học Tự nhiên được tuyển thằng vào trường Đại học Khoa học Tự nhiên  đúng hay sai , b, Học sinh chuyên Khoa học Tự nhiên không được tuyển thẳng
ask_what, Đơn vị đào tạo nào của  Đại học quốc gia Hà Nội được coi là trường Đại học có số lần tham gia Kì thi lập trình sinh viên quốc tế vòng chung kết toàn cầu ACM ICPC world final nhiều nhất 7 lần Việt Nam, b, Trường Đại học Công Nghệ
ask_what, Kết quả của học phần giáo dục thể chất có tính vào điểm tích lũy của sinh viên không, b, Không được tính vào điểm tích lũy
ask_what, Học phần điều kiện để xét tốt nghiệp là, b, Học phần ngoại ngữ
ask_what,  Đại học quốc gia Hà Nội có Chương trình đào tạo tài năng không, b, ĐHQGHN có chương trình đào tạo tài năng
ask_what, Đại hội Đại biểu Hội sinh viên  Đại học quốc gia Hà Nội nhiệm kì 2018-2023 diễn ra với tinh thần gì, b, Sinh viên ĐHQGHN Bản lĩnh - Trách nhiệm - Sáng tạo - Khởi nghiệp
ask_what, Sinh viên đăng ký học chương trình đào tạo bằng kép cần thỏa mãn những điều kiện nào sau đây, b, Sinh viên năm thứ hai  điểm chung bình chung tích lũy đạt ít nhất 2.0
ask_what, Đâu là một trong những tiêu chí của cuộc vận động Xây dựng phong cách sinh viên  Đại học quốc gia Hà Nội, b, Ứng xử văn hóa
ask_what, Nội dung nào sau đây là nội dung đánh giá kết quả rèn luyện đối với sinh viên đại học hệ chính quy, b, Ý thức và kết quả học tập  nghiên cứu khoa học  Ý thức chấp hành các nội quy  quy chế  quy định của Trường và ĐHQGHN  Ý thức công dân và quan hệ với cộng đồng
ask_what, Cách tính điểm đánh giá bộ phận  điểm môn học quy định 9 0 - 10 tương ứng với, b, Điểm A+
ask_what, Cách tính điểm đánh giá bộ phận  điểm môn học quy định 8 0 - 8 4 tương ứng với, b, Điểm B+
ask_what, Cách tính điểm đánh giá bộ phận  điểm môn học quy định điểm C+ tương đương với, b, Điểm rung bình môn học từ 6 5 – 6 9
ask_what, Cách tính điểm đánh giá bộ phận  điểm môn học quy định điểm D tương đương với, b, Điểm rung bình môn học từ 4 0 – 4 9
ask_what, Cách tính điểm đánh giá bộ phận  điểm môn học gồm những loại nào, b, Loại đạt  loại không đạt
ask_what, Điểm trung bình chung tích lũy được dùng để xét buộc thôi học  xếp loại học lực và gì , b, Xếp hạng tốt nghiệp
ask_what, sSau mỗi học kỳ  sinh viên bị buộc thôi học nếu thuộc trong trường hợp nào, b, Có điểm trung bình chung học kỳ đạt dưới 0 80 đối với học kỳ đầu của khóa học  
ask_what, Sau mỗi học kỳ  sinh viên bị buộc thôi học nếu thuộc trong các trường hợp nào, b, đạt dưới 1 00 đối với các học kỳ tiếp theo hoặc đạt dưới 1 10 đối với 2 học kỳ liên tiếp 
ask_what, Sau mỗi học kỳ  sinh viên bị buộc thôi học nếu thuộc trong các trường hợp nào, b, Bị kỷ luật lần thứ hai vì lý do thi hộ hoặc nhờ người thi hộ
ask_what, Sau mỗi học kỳ  căn cứ vào điểm trung bình chung tích lũy  học lực của sinh viên được xếp thành các loại nào, b, Xuất sắc  giỏi  khá  trung bình  yếu
ask_what, Trong Quy chế đào tạo của  Đại học quốc gia Hà Nội quy định Chuẩn đầu ra về trình độ ngoại ngữ đối với các sinh viên theo học  các chương trình đào tạo chuẩn  ngành chính - ngành phụ  ngành kép  như thế nào , b, Không quy định
ask_what, Môn học nào sau đây không phải là môn học có trong học phần giáo dục thể chất của  Đại học quốc gia Hà Nội , b, Bơi lội không thuộc trong các môn học giáo dục thể chất.
ask_what, Trường hợp nào sau đây sinh viên không được xét tốt nghiệp, b, Sinh viên đang bị truy tố trách nhiệm hình sự
ask_what, Sinh viên được xét tốt nghiệp khi có điểm tích lũy của khóa học, b, Điểm tích lũy của khóa học từ 2 0 trở lên được xét tốt nghiệp
ask_what, Kết quả của học phần giáo dục thể chất  giáo dục an ninh - quốc phòng có được dùng để xét học bổng không, b, Không được xét học bổng
ask_what, Sinh viên không trung thực và có hành vi gian lận trong nghiên cứu khoa học  làm tiểu luận  khóa luận  đồ án tốt nghiệp sẽ bị kỷ luật từ mức, b, Đình chỉ học tập một năm
ask_what, Sinh viên bị cảnh cáo trong phòng thi khi thi học phần thì sẽ bị, b, Trừ 50% số điểm
ask_what, Câu lạc bộ Khiếm thính là CLB của Trường/Khoa nào, b, Trường Đại học Ngoại ngữ
ask_what, Sứ mệnh của Trung tâm Hỗ trợ sinh viên   Đại học quốc gia Hà Nội là gì , b, Tạo môi trường sống thuận lợi cho việc học tập  rèn luyện và nghiên cứu khoa học của HSSV 
ask_what, Sứ mệnh của Trung tâm Hỗ trợ sinh viên   Đại học quốc gia Hà Nội là gì , b, Tổ chức hiệu quả các hoạt động dịch vụ hỗ trợ HSSV 
ask_what, Sứ mệnh của Trung tâm Hỗ trợ sinh viên   Đại học quốc gia Hà Nội là gì , b, Góp phần nâng cao chất lượng đào tạo của ĐHQGHN
ask_what, Chủ đề Tháng Thanh niên năm 2018 được Trung ương Đoàn lựa chọn là, b, Tuổi trẻ sáng tạo dựng xây đất nước
ask_what, Biểu trưng của Hội Sinh viên Việt Nam là, b, Biểu tượng hình tròn  nền xanh da trời  biểu tượng hình ngọn lửa và ngôi sao dưới có dòng chữ HỘI SINH VIÊN VIỆT NAM.
ask_what, Cuộc vận động nào do Hội Sinh viên  Đại học quốc gia Hà Nội phát động trong giai đoạn hiện nay, b, Xây dựng phong cách sinh viên ĐHQGHN
ask_what, Vai trò  mối quan hệ của Đoàn Thanh niên đối với Hội Sinh viên là, b, Đoàn Thanh niên là nòng cốt chính trị của Hội Sinh viên
ask_what, Tiêu chuẩn đạt Danh hiệu sinh viên 5 tốt gồm các tiêu chí, b, Đạo đức tốt  học tập tốt  thể lực tốt  tình nguyện tốt  hội nhập tốt
ask_what, Giải thưởng cao quý của Trung ương Hội Sinh viên Việt Nam tuyên dương  khen thưởng sinh viên  học viên là cán bộ Đoàn Thanh niên  Hội Sinh viên có thành tích tốt trong học tập  nghiên cứu  và rèn luyện trong công tác Đoàn  công tác Hội, b, Sao tháng Giêng
ask_what, Một trong 2 trang chính thức của Đoàn Thanh niên - Hội Sinh viên  Đại học quốc gia Hà Nội trên mạng xã hội facebook là gì, b, Tuổi trẻ Đại học Quốc gia Hà Nội
ask_what, Các cấp bộ Đoàn trong  Đại học quốc gia Hà Nội hiện nay gồm có, b, Chi đoàn  Liên Chi đoàn  Đoàn Trường/Khoa  Đoàn ĐHQGHN
ask_what, Cuộc thi Tìm kiếm đại sứ truyền thông khoa học Famelab do đơn vị nào tổ chức, b, Đoàn ĐHQGHN
ask_what, hai tiêu chí của cuộc vận động Xây dựng phong cách sinh viên  Đại học quốc gia Hà Nội do hội sinh viên  Đại học quốc gia Hà Nội phát động thực hiện, b, Ứng xử văn hóa và Tư duy sáng tạo
ask_what, Sinh viên  Đại học quốc gia Hà Nội có thể học song song giữa chương trình chính quy và chương trình liên kết quốc tế Đúng hay sai, b, ĐHQG không cho phép học song song giữa chương trình chính quy và liên kết quốc tế.
ask_what, Sinh viên  Đại học quốc gia Hà Nội có được phép phúc khảo bài thi nếu có nghi ngờ không, b, Sinh viên được quyền phúc khảo bài thi.
ask_what, Sinh viên không tham gia đánh giá điểm rèn luyện tại học kỳ nào thì bị xếp kết quả rèn luyện như nào ở học kỳ đó, b, Bị xếp điểm rèn luyện kém.
ask_what, Trong quy chế sinh viên quy định quyền của sinh viên  sử dụng tài liệu liên quan đến môn học trong thi cử không, b, Sinh viên không được sử dụng tài liệu liên quan đến môn học trong thi cử
ask_what, Sinh viên được hưởng các quyền công dân cư trú trên địa bàn như nào, b, được đơn vị đào tạo và chính quyền địa phương tạo điều kiện thuận lợi và giúp đỡ nếu ở ngoại trú
ask_what, Sinh viên có quyền gì về chỗ ở, b, Được đăng ký ở ký túc xá (nếu đáp ứng các điều kiện và có nguyện vọng) hoặc hỗ trợ tìm kiếm chỗ ở  được chăm lo  bảo vệ sức khỏe theo chế độ hiện hành của Nhà nước và của ĐHQGHN.
ask_what, Nghĩa vụ của sinh viên trong Đóng học phí  bảo hiểm y tế và các khoản lệ phí khác là gì, b, Đóng đầy đủ  đúng quy định  hoàn trả vốn vay quỹ tín dụng đào tạo đúng thời hạn
ask_what, Trong quy chế sinh viên quy định nghĩa vụ của sinh viên là , b, Tham gia công tác đảm bảo an ninh  trật tự  an toàn giao thông  phòng chống tội phạm  tệ nạn xã hội trong trường học  gia đình  cộng đồng.
ask_what, Điểm môn học là tổng của điểm đánh giá bộ phận và điểm thi kết thúc môn học sau khi đã tính trọng số được quy định trong đề cương môn học và được làm tròn đến một chữ số thập phân  sau đó được chuyển như thế nào, b, Được chuyển thành điểm chữ.
ask_what, Trong cách tính điểm thì điểm F là điểm gì, b, Điểm không đạt
ask_what, Một trong những tiêu chí đánh giá kết quả học tập của sinh viên là , b, Khối lượng kiến thức tích lũy là tổng số tín chỉ của những môn học đã được đánh giá loại đạt tính từ đầu khóa học.
ask_what, Kết quả đánh giá môn học giáo dục quốc phòng - an ninh  giáo dục thể chất  kỹ năng mềm có được tính vào điểm trung bình chung học kỳ và điểm trung bình chung tích lũy không, b, Kết quả đánh giá môn học giáo dục quốc phòng - an ninh  giáo dục thể chất  kỹ năng mềm không được tính vào điểm tích lũy.
ask_what, Trường hợp loại học lực của sinh viên được xác định vào thời điểm sau khi sinh viên đã đăng ký môn học bị vượt quá tiêu chuẩn thì sinh viên phải làm gì , b, sinh viên phải rút bớt môn học trong giới hạn khối lượng quy định.
ask_what,  Phó giáo sư Tiến sĩ Toán học Nguyễn Sum Trường Đại học Quy Nhơn đã trở thành một trong hai chủ nhân mới của Giải thưởng Tạ Quang Bửu năm 2017  là nghiên cứu sinh từ năm 1992 của trường nào, b, Khoa Toán - Cơ - Tin học  Trường ĐH Khoa học Tự nhiên. 
ask_what, Việc đạt đầu ra chuẩn B1 trở lên về ngoại ngữ có áp dụng với sinh viên thuộc  Đại học quốc gia Hà Nội không, b, Sinh viên ĐHQGHN phải đạt chuẩn đầu ra tiếng anh B1
ask_what, Tuần học về Công tác chính trị đầu năm cho sinh viên có nằm trong Khung chương trình đào tạo cho sinh viên của  Đại học quốc gia Hà Nội không, b, Tuần học công tác chính trị đầu năm nằm trong khung chương trình đâò tạo cho sinh viên
ask_what, Sinh viên người dân tộc Kinh có được đăng kí ở KTX hay không, b, Sinh viên là dân tộc Kinh có được đăng kí KTX
ask_what, Sinh viên tàng trữ  lưu hành  phát tán văn hóa phẩm đồ trụy sẽ bị xử phạt như nào, b, Tùy vào mức độ và số lần vi phạm mà bị phạt từ khiển trách đến buộc thôi học.
ask_what, Việc sinh viên tham gia sinh hoạt tại các Câu lạc bộ dựa trên cơ sở gì, b, Dựa trên tinh thần tự nguyện.
ask_what, Danh hiệu Sinh viên 5 tốt là danh hiệu do đơn vị nào trao tặng, b, Do hội sinh viên trao tặng
ask_what, Phong trào Tuổi trẻ sáng tạo là một trong những phong trào chính của đơn vị nào, b, Tuổi trẻ sáng tạo là phong trào chính của Trung ương Đoàn TNCS Hồ Chí Minh
ask_what, Sinh viên học chương trình đào tạo chất lượng cao chưa bị buộc thôi học phải chuyển sang chương trình đào tạo chuẩn chính quy của ngành học tương ứng khi nào, b, Khi bị kỷ luật trong thời gian học từ mức khiển trách trở lên.
ask_what, Nếu sinh viên trong các đơn vị đào tạo tại  Đại học quốc gia Hà Nội chưa hoàn thành một trong ba học phần là giáo dục quốc phòng – an ninh  giáo dục thể chất và kĩ năng bổ trợ thì sinh viên có được xét tốt nghiệp hay không, b, Sinh viên phải hoàn thành 3 học phần mới được xét tốt nghiệp
ask_what, Trong thời gian xét tốt nghiệp theo quy định của đơn vị đào tạo  nếu sinh viên không đủ điều kiện tốt nghiệp chương trình đào tạo chất lượng cao thì sao, b, Sẽ được xét công nhận tốt nghiệp và cấp bằng cử nhân chương trình đào tạo chuẩn tương ứng theo hình thức đào tạo chính quy.
ask_what, Sinh viên 5 tốt gồm bao nhiêu tiêu chuẩn, b, Sinh viên 5 tốt gồm 5 chỉ tiêu chuẩn xét duyệt
ask_what, Những nguyên lý cơ bản của chủ nghĩa Mác – Lê-nin  Tư tưởng Hồ Chí Minh  Đường lối cách mạng của Đảng Cộng sản là những môn học có bắt buộc tại  Đại học quốc gia Hà Nội không, b, Là những môn bắt buộc trong khung chương trình đào tạo.
ask_what, Khi đã học một học kì của chương trình đào tạo thứ nhất  sinh viên có được đăng ký học bằng kép hay không, b, Sinh viên từ năm thứ hai trở đi mới được đăng kí bằng kép.
ask_what, Nếu sinh viên đang theo học tại trường Đại học Khoa học Xã hội và Nhân văn thì có thể đăng ký học thể dục tại trường Đại học Ngoại ngữ hay không, b, Được phép đăng kí các môn thể dục tại trường Ngoại Ngữ
ask_what, Trong quá trình học  sinh viên được chuyển trường  chuyển ngành học giữa các đơn vị đào tạo trong  Đại học quốc gia Hà Nội hoặc giữa  Đại học quốc gia Hà Nội với các cơ sở đào tạo khác khi nào, b, Khi đáp ứng đủ các điều kiện trong Quy chế đào tạo Đại học và Sau đại học của ĐHQGHN.
ask_what, Môn thi được sử dụng tài liệu thì sinh viên  Đại học quốc gia Hà Nội được phép mang điện thoại di động vào phòng thi không, b, Không được phép vì nó vi phạm quy chế.
ask_what, Ngoài các Đoàn Trường/Khoa trực thuộc  Đoàn  Đại học quốc gia Hà Nội còn có gì, b, Ngoài trường và khoa trực thuộc còn có các Chi đoàn cơ sở.
ask_what, Mỗi khóa học tập kiến thức giáo dục quốc phòng – an ninh tại Trung tâm Giáo dục Quốc phòng và An ninh của  Đại học quốc gia Hà Nội  sinh viên được trang bị kiến thức về, b, Nhận thức về quốc phòng an ninh  Tác phong quân đội  Kỹ năng sống
ask_what, Tính đến năm 2000  trường nào sau đây không phải là đơn vị trực thuộc Đại học Quốc gia Hà Nội, b, Trường Đại học Đại cương không thuộc ĐHQGHN
ask_what, Cho đến năm 2000  những trường nào sau đây thuộc  Đại học quốc gia Hà Nội , b, Trường Đại học Khoa học Tự nhiên  Trường Đại học Khoa học Xã hội và Nhân văn  Trường Đại học Ngoại ngữ  Trường Đại học Sư phạm  Trường Đại học Đại cương
ask_what, Theo Quyết định số 14/2001/QĐ–TTg   Đại học quốc gia Hà Nội gồm những trường đại học thành viên nào, b, Trường Đại học Khoa học Tự nhiên  Trường Đại học Khoa học Xã hội và Nhân văn  Trường Đại học Ngoại ngữ
ask_what, Ngày 23/3/979  hơn 1300 cán bộ và sinh viên của Đại học Tổng hợp Hà Nội tham gia xây dựng Phòng tuyến bảo vệ thủ đô với phiên hiệu là, b, Trung đoàn 10 – Đoàn Nguyễn Huệ
ask_what, Khoa trực thuộc đầu tiên của  Đại học quốc gia Hà Nội là, b, Khoa Quản trị Kinh Doanh là khoa trực thuộc đầu tiên của ĐHQGHN.
